Macroporosity,Vugs,Count,Sample,Grid,R,P_Area_100,WAv_Lx,Alignment,Alignment2,Eccent,keq_simulation,WAv_ly,Lx_norm,Ly_norm,Perimeter,EquivDiameter,Major,Minor,DifMajorMinor,Av_Area,Std_area,var_Area,Std_Lx,var_Lx
0.05,87,82,aleatory,grid-10,r1,0.0484082,1.96633,0.518037,0.0216851,0.190709,1.10421,2.0128,0.0196633,0.0402561,0.0444412,82.2018,85.6737,79.6872,5.98655,0.0590343,875.456,766424,0.00155916,2.43098e-06
0.05,87,81,aleatory,grid-15,r1,0.0489006,2.00614,0.559828,0.0657935,0.214414,1.10985,2.00692,0.0200614,0.0401385,0.0459336,83.681,89.6976,79.7562,9.9414,0.0603711,1173.23,1.37646e+06,0.00286699,8.21964e-06
0.05,87,74,aleatory,grid-19,r1,0.0492554,2.28649,0.528333,0.142441,0.317937,1.11174,2.28039,0.0228649,0.0456078,0.0568762,91.6176,111.824,83.9872,27.8368,0.0665614,2562.81,6.568e+06,0.00560562,3.1423e-05
0.05,87,87,aleatory,grid-20,r1,0.0491994,1.91766,0.536497,0.01,0.11815,1.1119,1.91575,0.0191766,0.0383151,0.0426626,79.6915,80.0307,79.4189,0.611771,0.0565511,19.4367,377.787,0.000234762,5.51134e-08
0.05,87,87,aleatory,grid-30,r1,0.0491771,1.9234,0.585952,0.01,0.117962,1.10957,1.91409,0.019234,0.0382819,0.0426339,79.6734,80.0102,79.4023,0.60787,0.0565254,17.4415,304.205,0.000233695,5.46133e-08
0.06,105,90,aleatory,grid-10,r1,0.0574799,2.2014,0.554745,0.119473,0.275711,1.13282,2.18536,0.022014,0.0437073,0.0491859,87.8259,99.4754,80.6035,18.8719,0.0638666,1897.17,3.59924e+06,0.00439812,1.93434e-05
0.06,105,96,aleatory,grid-15,r1,0.0589188,1.99211,0.521702,0.0546076,0.230957,1.13141,2.09603,0.0199211,0.0419206,0.0471966,84.9765,93.3104,79.8146,13.4958,0.0613738,1451.02,2.10545e+06,0.00266411,7.09748e-06
0.06,105,87,aleatory,grid-19,r1,0.0595193,2.31088,0.50756,0.122686,0.337309,1.13437,2.45504,0.0231088,0.0491009,0.0607121,94.476,120.783,84.7368,36.0458,0.068413,3004.07,9.02446e+06,0.00621713,3.86526e-05
0.06,105,105,aleatory,grid-20,r1,0.0593638,1.91953,0.57992,0.01,0.124042,1.1394,1.90866,0.0191953,0.0381732,0.0425763,79.6817,80.0448,79.3839,0.660881,0.056537,20.9784,440.095,0.000243485,5.9285e-08
0.06,105,105,aleatory,grid-30,r1,0.0593491,1.91882,0.617946,0.01,0.120254,1.13123,1.91272,0.0191882,0.0382545,0.0426085,79.6717,80.0155,79.3938,0.621718,0.0565229,18.1254,328.529,0.000235089,5.52669e-08
0.08,140,124,aleatory,grid-10,r1,0.077156,2.10134,0.58481,0.0978307,0.256256,1.18218,2.08772,0.0210134,0.0417544,0.0469585,85.4131,93.0979,80.1881,12.9098,0.0622226,1390.64,1.93389e+06,0.00332274,1.10406e-05
0.08,140,123,aleatory,grid-15,r1,0.078254,2.14055,0.556482,0.0986412,0.260159,1.1873,2.1605,0.0214055,0.0432099,0.0506533,88.3238,97.8735,83.1878,14.6856,0.0636211,2156.07,4.64862e+06,0.00422233,1.78281e-05
0.08,140,112,aleatory,grid-19,r1,0.0794003,2.41774,0.566276,0.171119,0.373002,1.19296,2.45554,0.0241774,0.0491109,0.0635616,96.9218,124.11,86.4361,37.6737,0.0708932,3293.93,1.085e+07,0.00680385,4.62924e-05
0.08,140,140,aleatory,grid-20,r1,0.0792507,1.9172,0.531354,0.01,0.124252,1.19703,1.9189,0.019172,0.038378,0.0426385,79.7314,80.0988,79.4304,0.668342,0.0566076,20.513,420.784,0.000234589,5.50318e-08
0.08,140,140,aleatory,grid-30,r1,0.0790774,1.91786,0.550862,0.01,0.120803,1.17951,1.91024,0.0191786,0.0382048,0.0425355,79.6441,79.9889,79.3645,0.62441,0.0564839,16.913,286.05,0.000257555,6.63347e-08
0.1,175,153,aleatory,grid-10,r1,0.0961863,2.13067,0.556619,0.107811,0.268511,1.22925,2.11823,0.0213067,0.0423646,0.0476398,86.2554,94.7581,80.6039,14.1541,0.0628669,1561.71,2.43893e+06,0.00343566,1.18038e-05
0.1,175,149,aleatory,grid-15,r1,0.0975327,2.13057,0.544842,0.105488,0.310474,1.23696,2.2095,0.0213057,0.0441899,0.0512248,89.4808,103.338,81.5154,21.8228,0.0654582,2114.02,4.46907e+06,0.00433766,1.88153e-05
0.1,175,138,aleatory,grid-19,r1,0.0992576,2.44718,0.542126,0.188816,0.393299,1.25819,2.44513,0.0244718,0.0489025,0.0628937,96.7763,124.081,86.4744,37.6061,0.0719258,3085.58,9.52081e+06,0.00697207,4.86097e-05
0.1,175,175,aleatory,grid-20,r1,0.0991217,1.92289,0.585664,0.01,0.12908,1.24471,1.91405,0.0192289,0.0382809,0.0426653,79.7549,80.1498,79.4253,0.724527,0.0566409,21.1098,445.623,0.000233898,5.47085e-08
0.1,175,175,aleatory,grid-30,r1,0.0988709,1.91688,0.575592,0.01,0.117836,1.22822,1.90887,0.0191688,0.0381774,0.0425547,79.6539,79.9891,79.3845,0.604604,0.0564976,19.7741,391.015,0.000228128,5.20425e-08
0.12,210,186,aleatory,grid-10,r1,0.115503,2.11001,0.604451,0.114935,0.253373,1.28208,2.05972,0.0211001,0.0411944,0.0469298,85.3587,92.4011,80.5847,11.8165,0.0620985,1404.71,1.9732e+06,0.00343367,1.17901e-05
0.12,210,171,aleatory,grid-15,r1,0.116544,2.25394,0.56279,0.187426,0.354704,1.29649,2.17128,0.0225394,0.0434257,0.0525012,91.3175,106.459,82.2238,24.2352,0.0681544,2157.67,4.65553e+06,0.00534562,2.85756e-05
0.12,210,157,aleatory,grid-19,r1,0.119196,2.72995,0.521748,0.1997,0.405351,1.30571,2.74807,0.0272995,0.0549614,0.074515,104.145,143.615,91.4602,52.1544,0.0759208,4346.16,1.88891e+07,0.00932797,8.70111e-05
0.12,210,210,aleatory,grid-20,r1,0.11894,1.92147,0.575473,0.01,0.124827,1.31735,1.91703,0.0192147,0.0383407,0.0426823,79.753,80.1236,79.4481,0.675535,0.0566381,21.9681,482.595,0.000250908,6.2955e-08
0.12,210,210,aleatory,grid-30,r1,0.118608,1.91657,0.563504,0.01,0.116832,1.28439,1.9099,0.0191657,0.038198,0.0425668,79.6414,79.9705,79.3771,0.593335,0.0564801,18.1736,330.278,0.000238945,5.70949e-08
0.14,245,194,aleatory,grid-10,r1,0.130097,2.22641,0.524469,0.150634,0.331002,1.34069,2.25598,0.0222641,0.0451197,0.0514017,90.9216,103.006,83.4003,19.6062,0.0670602,2288.22,5.23593e+06,0.00433595,1.88005e-05
0.14,245,193,aleatory,grid-15,r1,0.135546,2.46201,0.581228,0.193053,0.329877,1.36224,2.35598,0.0246201,0.0471196,0.0590224,96.724,114.165,89.1764,24.989,0.0702313,3356.22,1.12642e+07,0.00665341,4.42679e-05
0.14,245,159,aleatory,grid-19,r1,0.139236,3.18162,0.513152,0.263585,0.522363,1.42759,3.15086,0.0318162,0.0630172,0.0926613,115.944,169.973,102.396,67.5775,0.0875698,5795.79,3.35912e+07,0.0119637,0.00014313
0.14,245,245,aleatory,grid-20,r1,0.138838,1.92306,0.591337,0.01,0.127993,1.36427,1.91906,0.0192306,0.0383812,0.042715,79.7742,80.1649,79.4498,0.715078,0.0566685,18.8357,354.785,0.0002428,5.8952e-08
0.14,245,245,aleatory,grid-30,r1,0.138431,1.91809,0.536126,0.01,0.112558,1.34139,1.91374,0.0191809,0.0382748,0.0425818,79.6572,79.966,79.4143,0.551768,0.0565024,17.6702,312.235,0.000236328,5.5851e-08
0.15,262,205,aleatory,grid-10,r1,0.139655,2.27652,0.550367,0.14344,0.338301,1.37251,2.35252,0.0227652,0.0470503,0.0535835,93.1162,107.018,84.9075,22.1104,0.0681246,2750.94,7.56766e+06,0.00462801,2.14185e-05
0.15,262,193,aleatory,grid-15,r1,0.144176,2.52108,0.546446,0.213209,0.420177,1.40168,2.43235,0.0252108,0.0486471,0.0610863,99.4931,124.278,86.9141,37.3635,0.0747024,3402.05,1.1574e+07,0.0075408,5.68636e-05
0.15,262,170,aleatory,grid-19,r1,0.148891,2.95379,0.505871,0.264245,0.529311,1.44564,3.20393,0.0295379,0.0640785,0.089013,114.263,170.861,97.1514,73.7098,0.0875832,5419.62,2.93723e+07,0.010443,0.000109056
0.15,262,262,aleatory,grid-20,r1,0.14845,1.92088,0.55371,0.01,0.123581,1.41644,1.91687,0.0192088,0.0383375,0.0426977,79.7685,80.1327,79.4704,0.662284,0.0566601,22.9741,527.808,0.000241007,5.80846e-08
0.15,262,262,aleatory,grid-30,r1,0.147951,1.91931,0.571672,0.01,0.115738,1.35827,1.90779,0.0191931,0.0381558,0.042538,79.6343,79.9577,79.3761,0.5816,0.0564699,18.7941,353.219,0.000240496,5.78383e-08
0.16,280,222,aleatory,grid-10,r1,0.149997,2.21164,0.511416,0.138169,0.345363,1.40653,2.27152,0.0221164,0.0454305,0.0510591,90.671,102.626,82.8316,19.7948,0.0675662,2074.5,4.30356e+06,0.00409723,1.67873e-05
0.16,280,213,aleatory,grid-15,r1,0.15459,2.34949,0.519861,0.182785,0.401657,1.4313,2.43396,0.0234949,0.0486793,0.0588847,97.1225,118.367,86.3032,32.0638,0.0725773,3142.14,9.87305e+06,0.0059017,3.483e-05
0.16,280,169,aleatory,grid-19,r1,0.159276,3.5829,0.558485,0.336384,0.540532,1.48854,3.38564,0.035829,0.0677129,0.105033,123.537,190.627,109.024,81.603,0.0942463,6740.14,4.54295e+07,0.0140535,0.000197501
0.16,280,280,aleatory,grid-20,r1,0.158718,1.9241,0.586856,0.01,0.128607,1.44275,1.91609,0.019241,0.0383217,0.0427053,79.7862,80.1798,79.458,0.721846,0.0566851,23.555,554.836,0.000252977,6.39976e-08
0.16,280,280,aleatory,grid-30,r1,0.158149,1.92076,0.590213,0.01,0.117012,1.39595,1.90956,0.0192076,0.0381911,0.0425613,79.6425,79.9736,79.377,0.596544,0.0564816,17.2821,298.671,0.000236714,5.60333e-08
0.18,315,248,aleatory,grid-10,r1,0.168536,2.22806,0.515076,0.150807,0.352128,1.46106,2.28266,0.0222806,0.0456532,0.0514625,91.0858,103.757,83.1342,20.6232,0.0679579,2133.25,4.55074e+06,0.00433348,1.8779e-05
0.18,315,232,aleatory,grid-15,r1,0.173325,2.5544,0.542426,0.204195,0.393576,1.51138,2.48754,0.025544,0.0497508,0.0625997,100.767,124.244,89.8914,34.3529,0.0747089,3705.47,1.37305e+07,0.00745091,5.55161e-05
0.18,315,190,aleatory,grid-19,r1,0.179227,3.39755,0.499829,0.264423,0.546912,1.60221,3.60406,0.0339755,0.0720812,0.107653,124.501,186.524,109.929,76.5945,0.0943301,7032.04,4.94496e+07,0.0123769,0.000153188
0.18,315,315,aleatory,grid-20,r1,0.178688,1.92588,0.591922,0.01,0.1234,1.54116,1.92121,0.0192588,0.0384241,0.0427305,79.8151,80.1768,79.5194,0.657446,0.0567263,22.8921,524.048,0.000249892,6.2446e-08
0.18,315,315,aleatory,grid-30,r1,0.177869,1.91883,0.595576,0.01,0.113973,1.46004,1.90918,0.0191883,0.0381836,0.0425376,79.6317,79.9466,79.382,0.564575,0.0564663,17.8614,319.03,0.000242666,5.88868e-08
0.2,350,247,aleatory,grid-10,r1,0.183138,2.44488,0.543496,0.233344,0.440168,1.53026,2.45314,0.0244488,0.0490628,0.0565324,96.9507,116.461,85.1232,31.3381,0.074145,2832.13,8.02095e+06,0.00577299,3.33274e-05
0.2,350,249,aleatory,grid-15,r1,0.191908,2.58571,0.530625,0.216314,0.425565,1.59051,2.63198,0.0258571,0.0526397,0.0657497,103.767,130.386,90.7549,39.6311,0.0770714,4149.26,1.72164e+07,0.0075119,5.64287e-05
0.2,350,185,aleatory,grid-19,r1,0.199315,4.37343,0.567993,0.394596,0.621579,1.73951,3.85776,0.0437343,0.0771552,0.139602,139.926,230.564,122.626,107.937,0.107738,9381.46,8.80117e+07,0.0176051,0.00030994
0.2,350,350,aleatory,grid-20,r1,0.198616,1.92664,0.585194,0.01,0.123692,1.59383,1.922,0.0192664,0.0384401,0.0427364,79.83,80.1979,79.5272,0.670743,0.0567475,23.4939,551.961,0.000237958,5.66239e-08
0.2,350,350,aleatory,grid-30,r1,0.197637,1.91913,0.555327,0.01,0.113652,1.5247,1.90942,0.0191913,0.0381884,0.0425477,79.6327,79.9466,79.3836,0.56303,0.0564676,18.8954,357.038,0.000241077,5.81183e-08
0.22,385,267,aleatory,grid-10,r1,0.201192,2.60252,0.561658,0.260526,0.425861,1.62524,2.48043,0.0260252,0.0496085,0.0598607,99.7728,121.214,88.0985,33.1159,0.075353,3413.74,1.16536e+07,0.00736425,5.42321e-05
0.22,385,248,aleatory,grid-15,r1,0.209609,2.71511,0.501322,0.263161,0.50537,1.66454,2.89366,0.0271511,0.0578732,0.0722005,109.665,146.304,93.3925,52.9118,0.0845198,4702.7,2.21154e+07,0.00795093,6.32173e-05
0.22,385,172,aleatory,grid-19,r1,0.219581,4.151,0.530751,0.390771,0.645024,1.8831,4.72113,0.04151,0.0944226,0.162335,153.738,245.947,137.723,108.224,0.127664,11083.5,1.22844e+08,0.0153146,0.000234538
0.22,385,385,aleatory,grid-20,r1,0.218566,1.92817,0.582129,0.01,0.123063,1.65513,1.9246,0.0192817,0.038492,0.0427841,79.8461,80.21,79.5477,0.662285,0.0567703,24.0243,577.166,0.000220343,4.8551e-08
0.22,385,385,aleatory,grid-30,r1,0.217289,1.91789,0.58741,0.01,0.110412,1.58734,1.90844,0.0191789,0.0381689,0.0425039,79.6123,79.9081,79.3809,0.52726,0.0564386,19.5203,381.042,0.000235997,5.56947e-08
0.24,420,283,aleatory,grid-10,r1,0.216837,2.51828,0.526521,0.250397,0.459422,1.66811,2.50481,0.0251828,0.0500963,0.0583558,99.2399,121.78,85.8406,35.9392,0.076621,3076.44,9.46446e+06,0.00644683,4.15616e-05
0.24,420,263,aleatory,grid-15,r1,0.228086,2.95934,0.567281,0.309806,0.506144,1.76341,2.82613,0.0295934,0.0565227,0.0746969,112.195,150.751,95.3441,55.4072,0.0867249,4982.98,2.48301e+07,0.00991835,9.83736e-05
0.24,420,179,aleatory,grid-19,r1,0.239537,4.63957,0.500931,0.3842,0.648285,2.06274,4.64757,0.0463957,0.0929514,0.160726,155.551,252.649,146.089,106.56,0.13382,10879.3,1.18359e+08,0.0191875,0.00036816
0.24,420,420,aleatory,grid-20,r1,0.238604,1.9298,0.562174,0.01,0.128775,1.8025,1.92435,0.019298,0.038487,0.0428078,79.8743,80.2687,79.5453,0.723426,0.0568104,24.225,586.849,0.000228512,5.22178e-08
0.24,420,420,aleatory,grid-30,r1,0.237036,1.91918,0.553929,0.01,0.115598,1.66107,1.90984,0.0191918,0.0381969,0.0424742,79.6113,79.932,79.3546,0.577375,0.0564372,20.2206,408.873,0.000245203,6.01246e-08
0.25,437,308,aleatory,grid-10,r1,0.227407,2.49416,0.504897,0.185387,0.410722,1.71156,2.52047,0.0249416,0.0504093,0.058787,98.7597,120.545,87.233,33.3123,0.0738335,3411.87,1.16409e+07,0.00645109,4.16166e-05
0.25,437,258,aleatory,grid-15,r1,0.236285,3.0683,0.517965,0.29448,0.522832,1.78267,3.09416,0.030683,0.0618831,0.0846058,119.097,159.028,103.661,55.367,0.0915832,6217.62,3.86587e+07,0.0100739,0.000101483
0.25,437,194,aleatory,grid-19,r1,0.249194,5.63171,0.507244,0.364523,0.650693,2.16544,5.19554,0.0563171,0.103911,0.213513,168.653,304.642,163.408,141.234,0.12845,14298.2,2.04439e+08,0.0231565,0.000536223
0.25,437,437,aleatory,grid-20,r1,0.248089,1.92687,0.5969,0.01,0.126853,1.85545,1.92315,0.0192687,0.0384629,0.0428058,79.8466,80.2278,79.5309,0.696822,0.056771,24.7475,612.44,0.000234146,5.48244e-08
0.25,437,437,aleatory,grid-30,r1,0.246635,1.92052,0.580738,0.01,0.112603,1.68612,1.90946,0.0192052,0.0381892,0.0424647,79.6119,79.9181,79.37,0.548104,0.0564382,18.4347,339.837,0.000248745,6.18741e-08
0.26,455,308,aleatory,grid-10,r1,0.235657,2.57647,0.550957,0.239477,0.449428,1.7764,2.56054,0.0257647,0.0512107,0.060171,100.387,123.7,87.722,35.9776,0.076512,3437.08,1.18136e+07,0.00690196,4.7637e-05
0.26,455,267,aleatory,grid-15,r1,0.245838,3.2636,0.520032,0.266289,0.490173,1.90512,3.23545,0.032636,0.064709,0.0892644,121.889,159.494,112.051,47.443,0.0920742,6775.23,4.59038e+07,0.0112809,0.000127259
0.26,455,185,aleatory,grid-19,r1,0.259663,5.5613,0.473832,0.363059,0.6746,2.32592,5.786,0.055613,0.11572,0.218561,174.936,324.195,153.465,170.729,0.140358,14856.7,2.20721e+08,0.0224472,0.000503876
0.26,455,455,aleatory,grid-20,r1,0.258502,1.92803,0.558547,0.01,0.127564,1.91479,1.92488,0.0192803,0.0384976,0.0428271,79.8765,80.2645,79.5543,0.710186,0.0568136,23.4426,549.556,0.000231375,5.35345e-08
0.26,455,455,aleatory,grid-30,r1,0.256784,1.92026,0.568326,0.01,0.113661,1.72966,1.91028,0.0192026,0.0382055,0.0424768,79.6105,79.9209,79.3645,0.556346,0.0564361,18.6352,347.272,0.000264301,6.98549e-08
0.28,490,320,aleatory,grid-10,r1,0.250848,2.55155,0.525131,0.253683,0.474222,1.85435,2.56406,0.0255155,0.0512813,0.0598817,101.015,123.845,87.9579,35.8875,0.0783898,3313.59,1.09799e+07,0.00656876,4.31486e-05
0.28,490,288,aleatory,grid-15,r1,0.264862,3.13118,0.539981,0.304439,0.507953,1.99133,3.01814,0.0313118,0.0603628,0.0820586,118.466,156.859,103.428,53.4311,0.091966,5884.57,3.46282e+07,0.0108814,0.000118405
0.28,490,162,aleatory,grid-19,r1,0.279955,6.57778,0.512306,0.416216,0.687717,2.47685,7.00226,0.0657778,0.140045,0.324745,209.861,371.887,207.969,163.918,0.172812,21592.1,4.66221e+08,0.0256063,0.000655685
0.28,490,490,aleatory,grid-20,r1,0.278487,1.92851,0.570254,0.01,0.127009,2.04974,1.92655,0.0192851,0.0385309,0.0428509,79.8909,80.2749,79.5728,0.702024,0.0568341,23.0891,533.107,0.000223268,4.98486e-08
0.28,490,490,aleatory,grid-30,r1,0.276367,1.91891,0.556501,0.01,0.110494,1.8025,1.90968,0.0191891,0.0381936,0.0424304,79.586,79.884,79.3518,0.532154,0.0564014,18.3031,335.004,0.000252551,6.37821e-08
0.3,525,310,aleatory,grid-10,r1,0.264814,2.80118,0.509623,0.2724,0.513388,1.99554,2.84873,0.0280118,0.0569747,0.0682625,109.044,138.799,93.3601,45.4388,0.085424,4482.2,2.00901e+07,0.00806136,6.49855e-05
0.3,525,273,aleatory,grid-15,r1,0.281553,3.47713,0.493736,0.311521,0.595492,2.19744,3.59467,0.0347713,0.0718933,0.0993249,130.674,189.35,109.268,80.0825,0.103133,7698.84,5.92721e+07,0.0125393,0.000157234
0.3,525,151,aleatory,grid-19,r1,0.300171,8.33322,0.539376,0.454913,0.699899,2.87412,7.4996,0.0833322,0.149992,0.382899,234.025,427.397,236.845,190.553,0.198789,25317.3,6.40965e+08,0.0335751,0.00112729
0.3,525,525,aleatory,grid-20,r1,0.298451,1.93028,0.559528,0.01,0.127126,2.1931,1.92705,0.0193028,0.038541,0.0428602,79.9005,80.2854,79.5814,0.703988,0.0568478,23.0634,531.919,0.000222205,4.93752e-08
0.3,525,525,aleatory,grid-30,r1,0.29594,1.91765,0.557307,0.01,0.10847,1.88198,1.90909,0.0191765,0.0381818,0.0423684,79.5635,79.8508,79.3391,0.511645,0.0563695,18.195,331.059,0.00027487,7.55536e-08
0.32,560,330,aleatory,grid-10,r1,0.282892,2.84555,0.543317,0.319707,0.511812,1.99857,2.79324,0.0284555,0.0558649,0.0679111,108.701,137.92,93.8968,44.0233,0.0857248,4357.01,1.89835e+07,0.0083995,7.05515e-05
0.32,560,294,aleatory,grid-15,r1,0.300663,3.34359,0.505638,0.308156,0.584291,2.26732,3.63364,0.0334359,0.0726727,0.0987147,129.829,184.513,112.222,72.2916,0.102266,7562.19,5.71868e+07,0.0115415,0.000133205
0.32,560,144,aleatory,grid-19,r1,0.32038,8.56697,0.462688,0.396066,0.74833,3.22187,8.84321,0.0856697,0.176864,0.452227,252.102,499.168,242.255,256.912,0.222486,29510.6,8.70874e+08,0.0341511,0.0011663
0.32,560,560,aleatory,grid-20,r1,0.318448,1.92963,0.571555,0.01,0.127231,2.30869,1.9269,0.0192963,0.038538,0.0428586,79.9132,80.2995,79.5922,0.707278,0.0568657,24.0537,578.58,0.000224497,5.03989e-08
0.34,595,325,aleatory,grid-10,r1,0.29406,2.9396,0.524235,0.313616,0.541299,2.17821,2.96331,0.029396,0.0592661,0.0714811,113.101,147.592,94.8135,52.7789,0.09048,4871.34,2.37299e+07,0.0087766,7.70287e-05
0.34,595,266,aleatory,grid-15,r1,0.31594,4.14994,0.535334,0.373405,0.622706,2.43058,3.93923,0.0414994,0.0787846,0.11881,145.413,215.939,123.925,92.0133,0.118774,9706.81,9.42221e+07,0.0161614,0.000261189
0.34,595,139,aleatory,grid-19,r1,0.340464,11.4481,0.623606,0.564508,0.707684,3.51377,10.282,0.114481,0.205641,0.620655,294.792,564.322,339.093,225.229,0.244938,37921.7,1.43805e+09,0.0438486,0.0019227
0.34,595,595,aleatory,grid-20,r1,0.338645,1.9315,0.587252,0.01,0.126967,2.50434,1.929,0.019315,0.03858,0.0428952,79.9479,80.332,79.6291,0.702826,0.0569152,24.3461,592.732,0.000218726,4.78412e-08
0.35,612,346,aleatory,grid-10,r1,0.304784,2.94896,0.535333,0.310011,0.530829,2.23336,2.91588,0.0294896,0.0583175,0.0706753,111.676,146.329,94.4917,51.8376,0.0880879,4784.57,2.28921e+07,0.00905646,8.20194e-05
0.35,612,279,aleatory,grid-15,r1,0.325681,3.8875,0.515574,0.356694,0.598409,2.6225,3.916,0.038875,0.0783201,0.118781,142.955,204.132,123.356,80.7757,0.116732,9641.6,9.29604e+07,0.0137708,0.000189635
0.35,612,122,aleatory,grid-19,r1,0.350392,10.0504,0.530102,0.479356,0.73331,5.24338,9.7691,0.100504,0.195382,0.516005,277.513,518.817,296.253,222.564,0.287207,34933.2,1.22033e+09,0.0415391,0.0017255
0.35,612,612,aleatory,grid-20,r1,0.348293,1.93079,0.557056,0.01,0.125803,2.51965,1.93046,0.0193079,0.0386092,0.0428822,79.9447,80.3217,79.633,0.688752,0.0569107,23.6953,561.468,0.000225667,5.09254e-08
0.36,630,337,aleatory,grid-10,r1,0.309904,3.07607,0.517418,0.297417,0.547534,2.38727,3.14839,0.0307607,0.0629679,0.0779155,117.561,156.77,99.1749,57.5946,0.0919596,5826,3.39423e+07,0.00966957,9.35005e-05
0.36,630,280,aleatory,grid-15,r1,0.334611,3.95543,0.493352,0.33092,0.637606,2.70589,4.2253,0.0395543,0.0845059,0.120774,146.597,221.121,120.66,100.461,0.119504,9853.11,9.70838e+07,0.0147566,0.000217757
0.36,630,147,aleatory,grid-19,r1,0.360638,9.47702,0.599247,0.527713,0.693801,4.31767,7.90274,0.0947702,0.158055,0.447749,259.348,463.556,259.432,204.125,0.245332,30251.5,9.15156e+08,0.038967,0.00151843
0.36,630,630,aleatory,grid-20,r1,0.358595,1.93389,0.589196,0.01,0.129625,2.60191,1.92917,0.0193389,0.0385834,0.0429117,79.9512,80.3487,79.6186,0.730081,0.0569199,23.3345,544.497,0.000211193,4.46024e-08
0.38,665,337,aleatory,grid-10,r1,0.324449,3.07777,0.511945,0.334885,0.585486,2.5324,3.17208,0.0307777,0.0634416,0.076183,117.889,156.292,99.0928,57.1992,0.0962758,5452.7,2.97319e+07,0.00943356,8.8992e-05
0.38,665,262,aleatory,grid-15,r1,0.350992,4.87149,0.534595,0.37563,0.631925,2.7492,4.81882,0.0487149,0.0963763,0.164256,168.454,255.793,146.219,109.574,0.133966,13824.1,1.91106e+08,0.0186406,0.000347473
0.38,665,120,aleatory,grid-19,r1,0.380985,11.7455,0.398029,0.352024,0.709408,5.6837,13.2916,0.117455,0.265833,0.868634,346.918,663.304,398.315,264.99,0.317488,52143,2.71889e+09,0.0420264,0.00176622
0.38,665,665,aleatory,grid-20,r1,0.378673,1.93369,0.59163,0.01,0.128617,2.81981,1.93118,0.0193369,0.0386235,0.0429256,79.9677,80.359,79.6415,0.717453,0.0569433,24.2458,587.858,0.0002053,4.2148e-08
0.4,700,336,aleatory,grid-10,r1,0.336109,3.17862,0.49414,0.318552,0.572204,2.5176,3.21219,0.0317862,0.0642439,0.0789834,121.084,158.82,103.835,54.985,0.100032,5822.73,3.39042e+07,0.0100748,0.000101501
0.4,700,268,aleatory,grid-15,r1,0.368325,4.88661,0.521856,0.393355,0.667111,3.18024,4.79864,0.0488661,0.0959728,0.158451,168.855,257.735,144.076,113.658,0.137435,13592.8,1.84764e+08,0.0186509,0.000347857
